,referenceCode,legacyId,parentId,qubitParentSlug,identifier,accessionNumber,title,levelOfDescription,extentAndMedium,repository,archivalHistory,acquisition,scopeAndContent,appraisal,accruals,arrangement,accessConditions,reproductionConditions,language,script,languageNote,physicalCharacteristics,findingAids,locationOfOriginals,locationOfCopies,relatedUnitsOfDescription,publicationNote,digitalObjectURI,digitalObjectChecksum,generalNote,subjectAccessPoints,placeAccessPoints,nameAccessPoints,genreAccessPoints,descriptionIdentifier,institutionIdentifier,rules,descriptionStatus,levelOfDetail,revisionHistory,languageOfDescription,scriptOfDescription,sources,archivistNote,publicationStatus,physicalObjectName,physicalObjectLocation,physicalObjectType,alternativeIdentifiers,alternativeIdentifierLabels,eventDates,eventTypes,eventStartDates,eventEndDates,eventDescriptions,eventActors,eventActorHistories,eventPlaces,culture
75,68,,121306.0,,68.0,,"Wakil Komisaris Besar Umum/Pemimpin Penuntun Cabang Jakarta kepada Presiden: Surat, tgl. 2 Agustus 1949 tentang permohonan untuk mendapat hadiah korek-api dengan tanda dari Presiden untuk digunakan menyalakan Unggun Api Merdeka.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
76,69,,121306.0,,69.0,,"Sutjipto Hargonotedjo di Kranggan Jogjakarta kepada Presiden: Surat tgl. 17 Agustus 1949 tentang Anggaran Dasar Negara RI, disertai lampiran.",Item,8 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
77,70,,121306.0,,70.0,,"Presiden kepada Teuku Daud Beureuh, Gubernur Militer Aceh di Kutaraja: Surat tgl. 19 Agustus 1949 tentang rencana pertemuan Teuku Daud Beureuh dengan Presiden RI di Jogjakarta.",Item,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,Fisik arsip tidak ada,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
78,71,,121306.0,,71.0,,Mrs. Phoa di Jakarta  kepada Presiden: Surat tgl. 24 Agustus 1949 tentang ijin masuk ke Jogjakarta.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,N.B.: Dalam bahasa Inggris.,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
79,72,,121306.0,,72.0,,"Achmad Aminullah di Jakarta kepada Presiden: Surat tgl. 1 September 1949 tentang riwayat perjuangannya dalam beberapa partai antara lain Partai Indonesia Labur Pati, Partai Liberal Nasional Indonesia, disertai lampiran.",Item,8 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
80,73,,121306.0,,73.0,,"Ned Christeluke Sociale Corporative, UNIE Frans J.A. van Dooren kepada Presiden: Surat tgl. 5 September 1949 tentang pandangan mengenai kemerdekaan, disertai lampiran.",Item,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,Fisik arsip tidak ada,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
81,74,,121306.0,,74.0,,Anwar Saleh di Jln. Serdang 142 Medan kepada Setneg: Surat-menyurat tgl. 3 September 1949 dan 15 September 1949 tentang keinginan mengabdi ke[ada Keluarga Presiden.,Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,"Asli, pertinggal",,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
82,75,,121306.0,,75.0,,"Sanikem Sastrodjumiko di Sungailiat Bangka kepada Kepala Pemerintahan Negeri di Jogjakarta: Surat tgl. 23 September 1949 tentang permohonan mendapat kabar mengenai orangtuanya dan suadara-saudaranya yaitu Sastrodjumiko, Temu Sastrodjumiko, Tugimen Sastrodjumiko, dan Ngadilin Sastrodjumiko.",Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
83,76,,121306.0,,76.0,,Panitia Hari Besar Islam kepada Presiden: Surat tgl. 27 September 1949 tentang hewan qurban.,Item,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,Fisik arsip tidak ada,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
84,77,,121306.0,,77.0,,Surat-surat dan telegram tgl. 29 Januari 1947-6 Oktober 1949 tentang simpati bangsa asing kepada Indonesia.,Item,9 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,"Asli, salinan",,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
85,78,,121306.0,,78.0,,Sekretariat gerakan Pandu Indonesia Tenggarong di Kalimantan Timur: Surat tgl 12 Oktober 1949 tentang pemberian korek-api.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Pertinggal,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
86,79,,121306.0,,79.0,,Masyarakat kepada Setneg: Surat-surat tgl. 5 September 1949 dan 14 Oktober 1949 tentang permintaan untuk dapat tinggal di Jogjakarta.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
87,80,,121306.0,,80.0,,Bank Rakyat Maluku kepada Presiden: Surat tgl. 26 Oktober 1949 tentang permohonan  sumbangan 1 peci Presiden sebagai contoh.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
88,81,,121306.0,,81.0,,Masyarakat kepada Presiden: Surat-surat tgl. 15 Agustus 1949-30 Oktober 1949 tentang pemberian nama bayi oleh Presiden.,Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
89,82,,121306.0,,82.0,,Masyarakat kepada Setneg: Surat-surat tgl. 1 Agustus 1949-1 November 1949 tentang pemberian tanda mata.,Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
90,83,,121306.0,,83.0,,Masyarakat kepada Presiden: Surat-surat tgl. 22 September 1949-4 November 1949 tentang permintaan untuk biaya hidup dan meneruskan sekolah.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
91,84,,121306.0,,84.0,,"Abd. Rahman Rusly di Padang kepada Presiden: Surat-surat tgl. Desember 1949 tentang permohonan untuk dapat memberikan komentar atas pidato penerangan politiknya di radio mengenai masalah propaganda Komunis dan propaganda Jepang, disertai lampiran.",Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
92,85,,121306.0,,85.0,,Kiai Haji Achmad di Palembang kepada Presiden: Surat-surat tgl. 27 September 1949-9 Desember 1949 tentang usul menjodohkan Sultan Hamengku Buwono IX dengan R. Ayu Chodidjah binti R.H. Achmad Nanang.,Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
93,86,,121306.0,,86.0,,Masyarakat kepada Presiden: Kartupos-kartupos tgl. 2 Juli 1949-12 Desember 1949.,Item,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,Fisik arsip tidak ada,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
94,87,,121306.0,,87.0,,Masyarakat dan Organisasi Profesi: Surat-surat tgl. 9 April 1947-16 Desember 1949 tentang keinginan menghadap Presiden.,Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
95,88,,121306.0,,88.0,,Surat-surat tgl. 19 Juli 1949-22 Desember 1949 tentang permohonan mendapat pekerjaan.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
96,89,,121306.0,,89.0,,Surat-surat tgl. 30 Juli 1948-23 Desember 1949 tentang ucapan selamat dan terima kasih.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
97,,121307.0,121304.0,,,,3. Dokumentasi,,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
98,90,,121307.0,,90.0,,"Soerjotjondro kepada Setneg: Telegram No. 111/D2/48 tgl. 1948 tentang permohonan daftar nama hakim, dokter, struktur  organisasi departemen-departemen, nama surat-surat kabar, advokat dan insinyur-insinyur swasta, keempat pengurus partai politik, dll.",Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
99,91,,121307.0,,91.0,,"Panitia Istimewa kepada Setneg: Daftar tgl. 9 Februari 19498 tentang nama anggota Panitia Istimewa, disertai surat pengantar.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
100,92,,121307.0,,92.0,,"Wakil Setneg kepada Kementerian Luar-negeri: Surat tgl. 21 April 1948 tentang permintaan pengiriman kembali Undang-undang No. 2 tahun 1948, disertai lampiran.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Pertinggal,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
101,93,,121307.0,,93.0,,"Wakil Setneg kepada Kementerian Keuangan: Surat tgl. 26 April 1948 tentang permintaan pengiriman naskah-naskah Undang-undang No. 29/BP3/48U, No. 30/BP3/48U dan No. 31/BP3/48U yang sudah definitif untuk disahkan oleh Presiden.",Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Pertinggal,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
102,94,,121307.0,,94.0,,Setneg kepada Wakil Setneg di Bukittinggi: Telegram No. 1123/K-48 tgl. 29 Juni 1948 tentang masalah Buku Sarinah karangan Presiden Soekarno.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
103,95,,121307.0,,95.0,,G.L. Talolo di Balige kepada Presiden: Surat tgl. 22 Juli 1949 tentang kiriman naskah mengenai hubungan Indonesia-Belanda yang tidak diterbitkan.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
104,96,,121307.0,,96.0,,Panitia Penyelenggara Perayaan Peringatan: Surat tgl. 13 Agustus 1949 tentang pidato radio menyambut 17 Agustus 1949.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
105,97,,121307.0,,97.0,,"Kementerian Penerangan kepada Setneg: Surat tgl. 9 September 1949 tentang perubahan dalam alinea pendahuluan dalam artikel mengenai Negara Republik Indonesia yang dibuat oleh Ben F. Crowson di Washington USA, disertai lampiran.",Item,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,Fisik arsip tidak ada,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
106,98,,121307.0,,98.0,,Kementerian Penerangan kepada Setneg: Surat-menyurat tgl. 10 September 1949 tentang bahan-bahan buku 17 Agustus.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,"Asli, pertinggal",,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
107,99,,121307.0,,99.0,,Kepala Staf Gubernur Militer Daerah Militer Istimewa II/DIV II kepada Presiden: Surat tgl. 29 September 1949 tentang bahan-bahan dari Daerah Territorium Gubernur Militer Daerah Istimewa II yang akan dimasukkan dalam isi pidato Paduka Yang Mulia selaku Panglima Tertinggi Angkatan Perang RI pada Peringatan Hari Angkatan Perang RI yang ke-4 pada tgl. 5 Oktober 1949.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
108,100,,121307.0,,100.0,,Surat-surat tgl. 6 Agustus 1949-10 Oktober 1949 tentang permintaan naskah Pidato Presiden.,Item,8 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,"Asli, pertinggal",,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
109,101,,121307.0,,101.0,,Toko Buku Usaha Kita di Jogjakarta: Surat tgl. 25 Oktober 1949 tentang sudah tercetaknya Buku Kelengkapan Tarich Nabi Muhammad SAW.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
110,102,,121307.0,,102.0,,Surat-surat tgl. 10 september 1949-11 November 1949 tentang permohonan tulisan Presiden.,Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
111,103,,121307.0,,103.0,,Surat-surat dan Kawat-kawat tgl. 5 Maret 1948-15 November 1949 tentang permintaan dan pengiriman peraturan perundangan.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
112,104,,121307.0,,104.0,,Surat-surat tgl. 15 April 1948-21 November 1949 tentang langganan dan pengiriman buku-buku dan majalah.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,"Asli, pertinggal",,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
113,105,,121307.0,,105.0,,Surat-surat dan teks tgl. 23 Februari 1948-20 Desember 1949 tentang amanat Presiden.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,"Asli, pertinggal",,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
114,106,,121307.0,,106.0,,Wakil Kepala Dokumentasi G.III.SAD Kementerian Pertahanan Staf Angkatan Darat kepada Kepala Bagian Tata Hukum Setneg: Surat tgl. 23 Desember 1949 tentang permohonan mengutip Berita Negara.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
115,107,,121307.0,,107.0,,Puteri Merdeka: Kumpulan Lagu-lagu Jawa untuk Presiden Soekarno.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,N.B.: Tanpa tanggal,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
116,108,,121307.0,,108.0,,Anggodo: Karangan Riwayat Perjuangan Kemerdekaan.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,N.B.: Tanpa tanggal,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
117,109,,121307.0,,109.0,,Dr. Prijono: Karangan berjudul Perwujudan Cita-cita.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,N.B.: Tanpa tanggal,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
118,110,,121307.0,,110.0,,Rencana Campagne Penerangan mengisi Kemerdekaan Kita.,Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,N.B.: Tanpa tanggal,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
119,111,,121307.0,,111.0,,Piagam Atlantic Charter.,Item,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
120,112,,121307.0,,112.0,,Uraian Prof. Mr. Soenarjo Kolopaking tentang pengertian ekonomi.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,N.B.: Tanpa tanggal,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
121,113,,121307.0,,113.0,,"Daftar Para Kepala Negara, Perdana Menteri dan Menteri Luar Negeri seluruh dunia.",Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,N.B.: Tanpa tanggal,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
122,114,,121307.0,,114.0,,Teks Proklamasi Kemerdekaan RI tgl. 17 Agustus 1945.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Stensilan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
123,115,,121307.0,,115.0,,Daftar Himpunan Perundang-undangan Negara RI tahun 1945-1946.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
124,116,,121307.0,,116.0,,Daftar Isi menurut jenis peraturan tahun 1946.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
125,117,,121307.0,,117.0,,Riwayat Jawatan Perkapalan Daerah Jawa Tengah (Gunseikanbu Zosenkyoku Semarang Sibu) sesudah perebutan kekuasaan dari tangan Jepang dan setelah pecah pertempuran ke II dengan Inggris/Nica di Semarang pada tanggal 17 November 1946.,Item,6 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
126,118,,121307.0,,118.0,,Buku tgl. Desember 1946 tentang Maklumat-maklumat Menteri Keuangan No. 1 s/d No. 21.,Item,1 eksemplar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
127,119,,121307.0,,119.0,,"Index Berita Negara RI tahun 1947, disertai lampiran.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Turunan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
128,120,,121307.0,,120.0,,"Mr. Soedarisman Poerwokerto kepada Presiden: Surat tgl. 9 Januari 1947 tentang karangan yang berjudul ""Menghadapi Sidang Pleno KNI Pusat"", disertai lampiran.",Item,8 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
129,121,,121307.0,,121.0,,"Kedaulatan Rakyat"": Kutipan tgl. 19 Maret 1947 No. 141 tentang didudukinya Mojokerto oleh pihak Militer Belanda.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
130,122,,121307.0,,122.0,,"J.A. Ritman kepada Kementerian Luar-Negeri: Surat tgl. 20 Mei 1947 tentang ucapan terima-kasih, disertai surat pengantar dan lampiran.",Item,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,Fisik arsip tidak ada,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
131,123,,121307.0,,123.0,,Perjanjian Persahabatan antara Republik Indonesia dengan Mesir.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
132,124,,121307.0,,124.0,,Pidato Radio tgl. 16 November 1947 tentang Komisi Tiga Negara.,Item,,Arsip Nasional Republik Indonesia (ANRI),,N.B.: Dalam bahasa Sunda dan Jawa.,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,Fisik arsip tidak ada,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
133,125,,121307.0,,125.0,,Daftar Penetapan Pemerintah 1946-1948.,Item,6 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
134,126,,121307.0,,126.0,,Panitia Tanah Conversie: Buku tgl. 1948 tentang Pertimbangan Panitia Tanah Conversie.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
135,127,,121307.0,,127.0,,Koesnodiprodjo: Buku Penuntun tahun 1948 tentang himpunan perundang-undangan Pemerintah RI.,Item,1 eksemplar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
136,128,,121307.0,,128.0,,Pantia Persiapan Kenegaraan: Laporan-laporan Seksi pada Muktamar Federal Bandung tahun 1948 tentang Negara Indonesia Serikat.,Item,1 jilid,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Stensilan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
137,129,,121307.0,,129.0,,"Panitia Program Nasional: Notulen-notulen rapat tgl. 21 Juni 1948, 12 Juli 1948, 14 Juli 1948 dan 27 Juli 1948 tentang pembuatan Program-program Nasional.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
138,130,,121307.0,,130.0,,Notulen Rapat di Ampat Angkat tgl. 10 Agustus 1948 tentang rencana pembentukan daerah otonom di Ampat Angkat.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,N.B.: Tidak lengkap,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
139,131,,121307.0,,131.0,,"Mr. Pringgodigdo: Karangan berjudul ""Mengapa Bangsa Indonesia Tidak Dapat Menerima Kembali Pimpinan Bangsa Belanda"".",Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
140,132,,121307.0,,132.0,,Daftar Undang-undang tahun 1948 tgl. 1 September 1948.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
141,133,,121307.0,,133.0,,Menteri Kemakmuran: Artikel tgl. 13 Oktober 1948 tentang Garis-garis Politik Perekonomian dan Pemerintah.,Item,8 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
142,134,,121307.0,,134.0,,"A.P. Lolong: Karangan berjudul ""Sedikit tentang Pemakaian Lagu Kebangsaan dan Bendera Nasional"" tgl. 11 Desember 1948.",Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
143,135,,121307.0,,135.0,,Ruling Dewan Keamanan tgl. 23 Maret 1949.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
144,136,,121307.0,,136.0,,Perwakilan Indonesia London: Rencana Siaran untuk publikasi tgl. 25 Juli 1949 tentang Negara Republik Indonesia Serikat.,Item,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,Fisik arsip tidak ada,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
145,137,,121307.0,,137.0,,"Kementerian Penerangan RI kepada Presiden: Pedoman Penerangan tgl. 2 Agustus 1949 tentang penjelasan keadaan politik pada masa sekarang (akhir Juli 1949), disertai surat pengantar.",Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Stensilan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
146,138,,121307.0,,138.0,,Jadwal Pertunjukan Film di Bioskop tgl. 13 Agustus 1949.,Item,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,Fisik arsip tidak ada,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
147,139,,121307.0,,139.0,,Pidato-pidato dan Amanat-amanat Presiden tgl. 6 Februari 1948-17 Agustus 1949.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
